Time_ns,r_34_110,E_34_110,COM_N_C,Interdomain_Angle,Radius_of_Gyration,Mean_r,StdDev_r,Kurtosis_r,Autocorrelation_r_lag0,Autocorrelation_r_lag1,Predicted_FRET_States
0.36,55.61582648363648,0.3455475150849191,36.02123013570174,108.84335039243209,9.585710231855742,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.37,54.4863415354401,0.3738904993709859,36.067406784964895,109.84392300655882,9.58762578541194,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.38,54.80834744337636,0.3656516806336293,36.12440092145994,110.28784838913438,9.632421482772592,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.39,54.46149276721539,0.3745314312817591,35.56645625230474,106.73426074236691,9.706527620687105,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.4,55.06695451757188,0.3591257243054944,36.01532647335699,107.14459327781177,9.56912567034192,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.41,53.96391161114064,0.3875185149399561,35.44248423761575,108.0736423635065,9.378803629850166,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.42,54.70963313838298,0.3681641380336595,35.85782853110571,110.02524784079124,9.57563399927257,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.43,54.867058790472605,0.3641629596549028,35.70745930616034,109.42167936567068,9.494823111887198,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.44,55.01478509308623,0.3604356549368083,35.86231699791617,108.3945649987009,9.64444804273812,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.45,57.82476421466531,0.2947624849273357,36.10484781806383,111.1735741563056,9.651890484901935,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.46,57.46316615696584,0.3026465225442137,35.6433085604157,111.10097740941646,9.677942565430117,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.47,56.848070899604245,0.3164454291810616,36.32265556199882,109.2439916077836,9.675703457302228,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.48,59.86334346794771,0.2534590686506073,36.060774221987366,110.6601097806396,9.70502639372384,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.49,58.650252034247615,0.277396413838153,36.02773926646378,112.24649539321324,9.780508193627204,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.5,59.21120165428263,0.2660949590661,35.79643910946725,110.16114067589076,9.498604075624035,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.51,61.43231835021371,0.2252240349585373,36.4924438204993,112.93872048245052,9.686534611333611,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.52,60.01111840853839,0.2506701995286,36.08602606308493,110.4217153875606,9.662966685252467,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.53,59.92733638376504,0.2522480124589478,36.09567431738126,113.96511032014148,9.64633939483616,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.54,61.25910875708266,0.2281939638430493,36.17457797727593,115.16455767043756,9.57972212326545,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.55,60.2481392877452,0.246253966219231,36.30012307408532,113.95361313792908,9.584125706603569,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.56,61.30915546417503,0.2273321525308055,35.94470104230083,114.01667721831495,9.643281112268223,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.5700000000000001,59.78588636235324,0.2549318033079342,35.983678142078794,113.430649835937,9.693391852221865,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.58,61.21951569749508,0.2288778911712416,36.15538226455342,115.45398586832307,9.566862857791843,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.59,61.76220195720302,0.2196664291495432,36.04018831127705,117.141238216641,9.5512727514254,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.6,62.113042087631975,0.2138962202294053,36.16225494749476,114.20379607671796,9.47736430284585,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.61,61.82161239310668,0.2186791875697754,36.16814666533317,117.37139707278476,9.574840801699189,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.62,60.42760714212178,0.2429564813550629,36.325413648087945,112.45034343052708,9.542420109704809,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.63,59.48630136683114,0.2606990676810314,35.99739890066162,111.2720644368129,9.65865072532976,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.64,58.52991747462728,0.2798733001107067,35.91123787540967,106.95799116079549,9.560894597061829,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.65,59.452897459307984,0.2613491438363943,36.02672680363421,114.386981347771,9.58326811375948,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.66,60.16583400419013,0.2477795736958605,36.31899738660354,116.53833341686548,9.638808709700951,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.67,60.50864559608228,0.2414805497704552,36.35430919984769,116.48492294273962,9.822992845297218,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.68,59.60760568393649,0.2583502190333251,36.21480796198304,114.67046258855508,9.77354954690518,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.6900000000000001,60.385556237037,0.2437255366633325,36.25162256812273,114.2755414193675,9.66713179720899,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.7000000000000001,60.70190884420148,0.2379932982426859,36.20787059595664,115.09494359568312,9.570664005041408,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.71,61.27090826412399,0.2279905040944179,36.12448916720766,113.28584810029334,9.833260546861178,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.72,59.69946522146945,0.2565838742947267,36.1075391760906,110.67220289957793,9.607673733998158,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.73,59.13068244404048,0.2676924802959006,36.207923564833365,111.57424996059969,9.602453723028788,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.74,58.22861164726857,0.286156880203759,36.55985446274564,110.50220641075909,9.745858488789825,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.75,58.0641495650728,0.289636005577753,36.25031616662245,114.81181267728988,9.541878205656186,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.76,59.77241700566762,0.2551886726339412,36.65540133997756,115.19519780136596,9.662773336621214,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.77,57.96455707969466,0.2917598082046323,36.11458884140936,113.33422337968894,9.623380619240637,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.78,58.43317292740837,0.2818781217632986,36.23973012375364,115.69123278546948,9.719563304068764,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.79,59.25822339549697,0.2651658518631129,36.590775945203525,116.37220738888996,9.73408291792422,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.8,58.011467845573264,0.2907578444584112,36.33794303030536,112.65866206503388,9.691231096717557,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.81,58.88008946731247,0.2727172210381221,36.52547136769875,115.56650328693242,9.688135627441545,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.8200000000000001,57.89865801923107,0.2931721407868977,36.23429638593739,113.9937256402924,9.547415841614209,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.8300000000000001,58.23226336237786,0.2860800255610204,36.103389730184745,113.00050365218952,9.753363151766706,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.84,58.89180678918394,0.2724804841556703,36.3901788531015,113.61652573848448,9.673161644218377,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.85,58.39714757707687,0.2826277459678408,36.4291853556091,114.32052237276824,9.731941213753048,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.86,57.4163142221335,0.3036804112639818,36.03187321063161,111.98731181042471,9.54840062712698,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.87,58.19479286667952,0.2868694530765922,36.30984604406682,112.8398122422152,9.55087753170941,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.88,57.35654607333343,0.305003439105209,36.39023280542526,112.85489429883584,9.58163907147148,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.89,59.77962158080626,0.2550512483751764,36.80043791667772,115.06380670841608,9.710997214301592,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.9,58.77675426527931,0.2748126157977152,36.51931459168885,113.41362277818556,9.649046451092945,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.91,58.17515201830416,0.2872839691458765,36.35662076206323,112.04796936929576,9.58973581724449,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.92,58.21805587538932,0.286379135511896,36.30871617878869,112.83144389742,9.72345680576221,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.93,58.65518478024881,0.2772952782454925,36.43322952774413,111.473816340293,9.625517202732322,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.94,57.30670140771563,0.306110328213683,35.93593492662432,110.57350167642502,9.72339731917391,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.95,58.68544698196443,0.2766754988259784,36.48054376894223,112.54240615557208,9.722869714143332,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.96,58.28879541117619,0.2848924346215817,36.060619358442686,111.80696416136476,9.66241548843739,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.97,58.00069506970514,0.2909876881330972,36.16369392416094,111.51234416398128,9.670879231540315,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.98,57.99514255577869,0.2911062128757798,36.02237088542857,113.28790600251594,9.680657538642702,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
0.99,58.4849201584178,0.2808042749150514,36.3319153041216,113.65498153030023,9.78812675684163,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.0,60.01528800545446,0.2505919054200981,36.17278775036436,112.37086118774091,9.493930089584628,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.01,59.97484000454469,0.2513523297596388,36.07338124748475,112.58184708049446,9.486023068441424,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.02,59.42006813582944,0.2619894144992218,35.95808281400721,112.75254204734814,9.412846815416138,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.03,59.76483640443175,0.255333339871036,36.25509121712194,113.00874454187556,9.517544900212934,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.04,60.34390260450162,0.2444894811196507,36.20506790414273,114.10466640604994,9.537878108729805,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.05,59.40023562951367,0.2623768696778162,36.18567140463162,111.89232287027346,9.649566830498996,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.06,59.30870463366016,0.264171516397926,35.68742783232592,113.83152765759168,9.568638937899037,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.07,59.64671118340332,0.2575969686423617,35.94414067349347,113.12404452380376,9.521654337901,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.08,59.84555205506161,0.2537966804432401,36.15170615010313,111.52713658112472,9.561956592646943,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.09,60.115595055313385,0.2487149412834271,36.342475219359706,112.63125660479858,9.570864839787372,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.1,59.09448895345699,0.2684132586721096,36.33911794349922,112.94892730101624,9.623426177287811,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.11,59.25416918465108,0.265245848660165,36.14007340494812,112.20916822939314,9.386443418971902,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.12,59.96518672849425,0.2515341141118239,36.34562949416684,114.84921901997905,9.669410459155143,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.13,59.97492245948811,0.2513507775225598,36.24831836845852,113.23020883829048,9.455801882767188,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.14,58.99666504787067,0.2703697418646681,35.672497057390366,111.39917647103309,9.519336962666593,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.15,59.45970110917783,0.2612166229147786,36.06886186093962,113.77151832231576,9.65357794824579,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.16,58.39759026760416,0.2826185242193089,35.57930924029819,111.037087116577,9.606573850718988,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.17,58.061596752877705,0.2896902842458904,35.51775775302646,112.13790653643244,9.512764754401552,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.18,57.98530525469081,0.291316299007705,36.01032937184259,111.64270112833309,9.579823506594291,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.19,59.15543458497277,0.267200512794566,35.888364935273664,113.1248055750603,9.390240385509792,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.2,58.10721417048544,0.2887216203297477,35.76856098923636,112.66350378849202,9.487813149539509,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.21,57.70733162141836,0.2973043832443705,35.657677829648875,111.17154653610638,9.634859556789497,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.22,58.88764079532689,0.2725646338115912,35.36280792996937,113.4324983506333,9.60264805543492,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.23,57.7703729769707,0.295937600791872,35.26227056860065,113.604758878721,9.447871317590378,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.24,58.53679641468508,0.279731207235214,35.3484799764261,112.15478106628166,9.619551203741816,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.25,59.58053176442177,0.2588728473714552,35.46792309486868,115.00768555791676,9.592495852493949,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.26,58.601814147997054,0.2783911903643903,35.80701241409548,112.4631105272563,9.565665399140263,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.27,60.3940744298822,0.2435695737716127,35.77175086261385,114.73035748526031,9.521960193578945,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.28,61.22284216348989,0.2288203576096751,36.01774835666296,114.77345995252158,9.697177334163074,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.29,60.00524948794687,0.2507804392851336,35.86263756007334,117.47541031318369,9.59060311623126,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.3,59.632552850636806,0.2578694638075866,35.714947230315154,115.39086645917996,9.683946342572968,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.31,59.4883926761104,0.2606584155119634,35.931338933834226,113.77784870521305,9.597178123639326,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.32,59.38548437596607,0.2626653789322256,35.95187827364015,113.78065952273336,9.547599569982552,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.33,59.700061208680005,0.2565724489165089,35.92704385812357,115.15335091830929,9.598668412198752,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.34,58.60290267710332,0.2783688019781684,36.1956874847444,114.00425118562508,9.679992719991876,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.35,59.07897020212598,0.2687228197137263,36.25382160708057,113.54031786200156,9.53167791802098,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.36,59.265709149875086,0.2650181995068399,36.07304862872566,111.55111244681726,9.742292977966189,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.37,58.287919069336745,0.2849108128522365,35.88077825534875,112.0136419771387,9.516832660609948,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.38,58.58484137871135,0.2787404756641347,35.948560616463645,112.03190992956162,9.507549363373098,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.39,60.02357451392687,0.2504363709589082,35.89692417794552,112.81664780420344,9.59482572722331,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.4,58.467343547080105,0.281168634481665,35.9905456024429,114.54642406158644,9.66202838406801,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.41,58.69197602529688,0.2765419360753653,36.09259728897255,111.85107061619028,9.64916941165057,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.42,58.97105853706363,0.2708838908450444,35.787778743789154,113.67682938780212,9.49019933286304,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.43,58.94884474023605,0.2713305966672216,35.825997513808105,113.30036042579005,9.533650316430426,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.44,58.89638555568792,0.2723880224419384,35.98423259312639,112.41427750240685,9.62274760127505,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.45,57.68761230725962,0.2977329665335216,35.75472668025282,111.08226699085188,9.56042697447582,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.46,60.336048969172325,0.2446337604739701,36.39026012089075,112.27213754903906,9.600077167339212,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.47,60.23842196578726,0.2464336480383025,36.18635488090938,113.37228613128202,9.532565891904724,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.48,59.81666521846519,0.2543456861486639,36.38576630696552,114.24815633732594,9.581730315655454,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.49,60.46339529309635,0.2423036830286047,35.85544110540427,114.4136974256929,9.583986534150837,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.5,59.28533326732523,0.2646314627223465,35.982002698921725,114.79968520345098,9.577596899579165,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.51,59.020283342786335,0.2698962563513651,35.811264396214575,114.02799443968516,9.61218307262736,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.52,57.49150631498404,0.3020225122598993,35.80102230219092,114.20599356958898,9.588705912292948,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.53,56.25265907860662,0.3302660853724826,35.8666325842149,110.6725747591424,9.616707747981096,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.54,58.79460350742659,0.2744496980955392,36.24677342798095,111.53891041022705,9.533653971353717,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.55,57.33159806443175,0.3055570528696224,35.71824439780545,111.42630650003667,9.455521895345676,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.56,57.60574227386002,0.2995177180705582,35.413195761390135,110.06508297703895,9.720049465452474,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.57,59.76424199267438,0.2553446866042377,36.05658495707786,112.02551801116704,9.487885022721564,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.58,58.85825701615188,0.2731587927076057,35.9547774290397,109.62656488819394,9.653308538004756,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
1.59,57.8355586790578,0.2945297263458787,36.190099587443086,109.94069435938268,9.52430246646284,54.677052557242845,2.474950268958472,-0.2486395412994291,1.0,0.9195388238804116,0
