Time_ns,r_34_110,E_34_110,COM_N_C,Interdomain_Angle,Radius_of_Gyration,Phi_mean,Psi_mean,Torsion_angle,B_factor_HNH,SASA_total,Hydrophobic_SASA,Hydrophilic_SASA,Mean_r,StdDev_r,Kurtosis_r,Autocorrelation_r_lag0,Autocorrelation_r_lag1
0.0,30.40753302945338,0.9518458503784946,35.66195008014371,33.39334738240973,38.57801380924872,-67.51540703745934,-15.402767109643294,105.51021535167095,682.6304685753347,851.18774,115.55032798001776,479.98865384439705,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.02778,32.519900361898785,0.9296303327410224,35.96445584394971,33.152831473631394,38.6598414114454,-73.54115994164805,-11.006701902869558,117.96554550319838,682.6304685753347,849.40045,110.27804216539005,485.78148579403796,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.05556,29.898238155642893,0.9562839973127214,35.78414205541728,33.231561239660486,38.68149207581814,-68.2697843007286,-14.28640271321656,118.75707552775441,682.6304685753347,854.0824,111.17854906978445,486.99878058763494,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.08334,30.234100762642022,0.9533947269867173,36.33941324149579,32.295376704787685,38.48662096929569,-72.14679885171444,-12.721937568998635,116.2711743518123,682.6304685753347,857.4425,112.40316969244618,491.53205059379997,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.11112,29.64590373576704,0.9583612775465282,36.05888553579021,32.93689054631184,38.50638674205385,-70.30019342284974,-13.91007057869551,114.50375108021723,682.6304685753347,859.4506,113.2111812709675,490.09457159444537,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.1389,30.101516146682066,0.9545524981371265,35.84328704731924,33.029105657694764,38.56562583653037,-69.01236253531017,-15.690066136034952,108.12392167204506,682.6304685753347,856.0488,114.32771405271214,485.80026374673025,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.16668,31.19604732187042,0.9442961011813155,36.39980887952378,32.9953217078639,38.603597013592335,-68.47684024696416,-15.579579664876231,120.31385109609457,682.6304685753347,859.5669,117.4845757550161,487.8858249872171,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.19446,30.61439165936097,0.9499466671017958,36.218654294816226,33.26149594536441,38.50649967635023,-71.58650505525185,-12.93720144393858,130.63037614549845,682.6304685753347,847.498,116.03982597094178,475.79482490779094,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.22224,28.411503144521912,0.9674338426495672,35.813477385431675,33.409681976923565,38.52982087616459,-69.74729790949756,-15.92350814351769,125.75283105025787,682.6304685753347,847.7148,117.06172445435796,477.6985214050441,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
0.25002,27.40657963151591,0.9735949308465999,35.76743197392928,33.496213024973116,38.46992609807363,-73.42394578087604,-11.390025338958365,124.41701026038459,682.6304685753347,850.10645,114.8794584509272,482.14680066588846,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691251999
