Time_ns,r_34_110,E_34_110,COM_N_C,Interdomain_Angle,Radius_of_Gyration,Mean_r,StdDev_r,Kurtosis_r,Autocorrelation_r_lag0,Autocorrelation_r_lag1
0.22,31.67904315862293,0.93924379456694,36.10948694473852,14.24381554424153,9.670301482443536,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.23,29.772614136162804,0.9573280423207748,35.955773845806505,16.318785877514554,9.679673395887114,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.24,30.360331915411827,0.9522712837629966,35.79801444587612,15.905874082587424,9.579676677769633,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.25,29.516887865407718,0.9593930891331183,35.699044948758775,12.885365987877773,9.65202691951006,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.26,30.254347100677975,0.9532159324956616,35.671149095340986,15.696922966088922,9.64859613083649,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.27,28.872738686153404,0.9642482968185235,36.2160157165963,18.745104428789467,9.670373870350064,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.28,29.126832691064486,0.9623910576760324,36.10740902196774,19.947320883624098,9.534313591492923,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.29,25.511591319351574,0.9826615907368365,35.92424671084688,20.76181922861488,9.672400839393438,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.3,28.342228260460875,0.9678921740027117,36.004696368183446,18.725295756685664,9.802894652423651,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.31,29.051580116026564,0.962948845685045,36.33163202424275,18.105295474848727,9.770075008844376,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.32,29.15455533212938,0.9621839122836829,35.865032499846315,17.2123107479824,9.71187036248474,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.33,27.233380031871437,0.9745553910132361,35.42195466471243,19.501470479070306,9.719771021958099,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.34,27.88999852729664,0.9707596453147368,35.48196114070003,19.339876323589884,9.565735244941548,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.35000000000000003,28.329808005017146,0.9679738033855426,35.853752354997624,16.98083351383534,9.963423201879785,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.36,30.99546024783506,0.9462973010671407,36.02123013570174,16.285477230127366,9.585710231855742,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.37,29.743106084098493,0.957570430880437,36.067406784964895,18.131367659349344,9.58762578541194,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.38,29.613948730276547,0.958618730904973,36.12440092145994,19.247209830942438,9.632421482772592,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.39,29.74930335284156,0.9575196140249119,35.56645625230474,17.726236046311946,9.706527620687103,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.4,30.064708290276585,0.9548699151057729,36.01532647335699,17.42968089520438,9.569125670341919,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.41000000000000003,28.446958599740434,0.9671972633510338,35.44248423761575,19.93883914497511,9.378803629850166,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.42,30.229439671252035,0.953435813657091,35.85782853110571,17.131765311434627,9.57563399927257,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.43,29.5760061462133,0.9589228042472216,35.70745930616034,16.750620641555024,9.494823111887198,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.44,28.661414546918877,0.9657370623056014,35.86231699791617,17.457390606226863,9.644448042738121,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.45,28.978842828090045,0.9634817705977066,36.10484781806383,17.844862107919205,9.651890484901937,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.46,30.08462102867876,0.9546984101204237,35.6433085604157,15.365504203169902,9.677942565430117,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.47000000000000003,30.598393033699754,0.9500955830559811,36.32265556199882,16.01536471579447,9.675703457302228,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.48,29.76059091905367,0.9574269351351523,36.060774221987366,16.338884167558966,9.70502639372384,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.49,30.572783105741706,0.9503332491526741,36.02773926646378,16.396631393665466,9.780508193627204,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.5,30.213457598374486,0.9535764792281388,35.79643910946725,14.202208050978301,9.498604075624037,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.51,30.87575853672494,0.9474649738145533,36.492443820499304,16.507919643408442,9.686534611333613,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.52,30.326244832061747,0.9525767022981902,36.08602606308493,16.946997409588715,9.662966685252469,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.53,29.649764952968688,0.9583300840025185,36.09567431738126,17.098261297935874,9.64633939483616,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.54,30.399465624899975,0.9519187708483057,36.17457797727593,16.829413383393213,9.57972212326545,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.55,31.166177542386148,0.9445976632142957,36.30012307408532,18.1070407992905,9.584125706603567,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.56,29.38135665755936,0.9604553072889596,35.94470104230083,18.529071138864733,9.643281112268223,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.5700000000000001,29.95396540789493,0.9558145235067019,35.983678142078794,19.49603647510871,9.693391852221865,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.58,28.742403485467023,0.9651724146493759,36.15538226455342,21.475513405173096,9.566862857791845,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.59,30.50416496713907,0.950965732997951,36.04018831127705,13.907869190879852,9.5512727514254,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.6,30.466865772853396,0.9513069136888536,36.16225494749476,18.77915397524659,9.47736430284585,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.61,29.981574105071388,0.9555804833080953,36.16814666533317,20.109893333183624,9.574840801699189,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.62,32.432958223819554,0.9306738828658736,36.325413648087945,18.939348798237177,9.542420109704807,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.63,28.817056698881906,0.9646454416466227,35.99739890066162,21.59562439565915,9.658650725329759,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.64,29.531027077643266,0.9592809978595331,35.91123787540967,19.428149328224016,9.560894597061827,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.65,29.66604135134503,0.958198391085726,36.02672680363421,21.613391831577253,9.583268113759479,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.66,29.961172329279744,0.9557535230067115,36.31899738660354,21.43735082861061,9.638808709700953,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.67,30.098152937337105,0.9545815730576745,36.35430919984769,20.073160665525105,9.822992845297218,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.68,29.035938234801815,0.9630639635689087,36.21480796198304,19.249437783459122,9.77354954690518,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.6900000000000001,27.639428723319476,0.9722581176077897,36.25162256812273,22.816952438005913,9.66713179720899,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.7000000000000001,30.138035292411043,0.9542358575478017,36.20787059595664,21.532641454638348,9.570664005041408,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.71,29.33649992074035,0.96080202163015,36.12448916720766,20.960617515870407,9.833260546861178,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.72,29.089038506409647,0.9626720172068438,36.1075391760906,21.435544222829503,9.607673733998158,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.73,28.61040665779395,0.9660889472826303,36.207923564833365,23.166560126639396,9.602453723028788,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.74,30.97615860775063,0.9464869201420888,36.55985446274564,22.03357078323956,9.745858488789823,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.75,29.781482771003247,0.9572549814769726,36.25031616662245,23.625137166003555,9.541878205656186,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.76,29.014978475292118,0.9632177764698076,36.65540133997756,25.646224625836627,9.662773336621214,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.77,31.303419844578425,0.9432017088901689,36.11458884140936,22.88442716541884,9.623380619240635,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.78,30.436077904134194,0.9515871483719864,36.23973012375364,23.141790967995778,9.719563304068764,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.79,30.697590222132824,0.9491667144614221,36.590775945203525,23.53689305694933,9.73408291792422,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.8,32.780792990379666,0.926428656669337,36.33794303030536,19.78947499568216,9.691231096717557,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.81,29.35993767363369,0.9606211617557248,36.52547136769875,20.70195535076414,9.688135627441545,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.8200000000000001,30.933217757193937,0.946906927251367,36.23429638593739,21.733536308352175,9.547415841614209,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.8300000000000001,31.258549641898657,0.9436610260599699,36.103389730184745,20.518177046372898,9.753363151766706,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.84,30.70388876143553,0.9491072889299719,36.3901788531015,21.315250956236,9.673161644218377,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.85,31.48022342876105,0.9413639923626765,36.4291853556091,16.952803207061113,9.731941213753048,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.86,31.418092192565734,0.9420148755801645,36.03187321063161,15.957255546981703,9.548400627126979,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.87,28.429226928799235,0.9673157492529523,36.30984604406682,20.438614269932067,9.55087753170941,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.88,30.227057869883556,0.9534567979425835,36.39023280542526,19.92653594648947,9.581639071471479,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.89,28.311110837500202,0.9680963752721637,36.80043791667772,21.85088369685594,9.710997214301592,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.9,28.680421728254906,0.9656052015377572,36.519314591688854,20.931964279457986,9.649046451092945,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.91,29.663842392556965,0.9582162019408873,36.35662076206323,20.55171152309002,9.58973581724449,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.92,30.174853937348242,0.9539148866833126,36.30871617878869,18.082800597659233,9.72345680576221,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.93,29.118672564237414,0.9624518600957637,36.43322952774413,22.78885653024448,9.625517202732322,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.9400000000000001,28.045558183067428,0.9697973199477292,35.93593492662432,20.94156756942381,9.72339731917391,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.9500000000000001,27.704860459263678,0.9718728816442963,36.48054376894223,20.909079172248852,9.722869714143332,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.96,29.068044240242095,0.9628273710412415,36.060619358442686,19.288753684837236,9.66241548843739,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.97,29.417910043821482,0.9601709956005734,36.16369392416094,20.77217968800247,9.670879231540315,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.98,27.730519591734343,0.9717206483775582,36.02237088542857,19.379702759400736,9.680657538642702,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
0.99,30.06292878786785,0.9548852170245781,36.3319153041216,20.908477662537805,9.78812675684163,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.0,27.741794629630775,0.9716535466642008,36.17278775036436,20.254072457180374,9.493930089584627,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.01,27.251175520655668,0.9744580203681582,36.07338124748475,21.30653216426634,9.486023068441424,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.02,26.699259084985588,0.9773419886770776,35.95808281400721,21.223151055412295,9.412846815416138,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.03,28.32771705637255,0.9679875294482454,36.255091217121944,19.281291799578373,9.517544900212934,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.04,29.417808112566735,0.9601717906450709,36.20506790414273,17.481224481353564,9.537878108729805,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.05,28.817534389261102,0.9646420494756968,36.18567140463162,18.58009490311025,9.649566830498996,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.06,26.820269679886138,0.9767332989131023,35.687427832325916,21.73523902335372,9.568638937899035,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.07,27.266619863390122,0.9743732721225791,35.94414067349347,21.030190366106606,9.521654337901,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.08,27.185364817881656,0.9748166271795221,36.15170615010313,18.50713942710391,9.561956592646945,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.09,29.355972523836552,0.96065180522925,36.342475219359706,18.484815852055554,9.570864839787372,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.1,29.13830684044698,0.9623054307660891,36.33911794349922,19.11916949679591,9.623426177287811,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.11,28.615977878659375,0.9660506533303441,36.14007340494812,19.554651643643393,9.386443418971902,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.12,27.72209059721901,0.9717707292934726,36.34562949416684,19.927406802944127,9.669410459155143,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.1300000000000001,28.065459501493535,0.9696724062624572,36.24831836845852,20.87718266409115,9.455801882767187,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.1400000000000001,27.386821116516163,0.9737059462241064,35.672497057390366,18.027936974212686,9.519336962666591,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.1500000000000001,27.739063711203674,0.9716698109869716,36.06886186093962,19.241413812011423,9.65357794824579,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.16,29.29712575983005,0.9611043865679013,35.57930924029819,17.301840691907465,9.606573850718988,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.17,28.700339499002556,0.9654665928269168,35.51775775302646,15.852794189287737,9.512764754401553,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.18,29.823343872206557,0.956908804691761,36.01032937184259,14.863955946147813,9.579823506594293,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.19,26.788011253789914,0.9768968332839292,35.888364935273664,20.177020983144477,9.390240385509792,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.2,28.349167963169048,0.9678464923972896,35.76856098923636,20.131642999873907,9.487813149539507,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.21,29.409668100767938,0.9602352409883188,35.657677829648875,17.24576411135117,9.634859556789495,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.22,29.166491167684242,0.9620944507219055,35.36280792996937,18.14603306414743,9.60264805543492,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.23,27.72561875591561,0.971749775354603,35.26227056860065,20.66299843196331,9.447871317590378,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.24,30.267921777249054,0.953095757354212,35.3484799764261,16.495715447760517,9.619551203741816,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.25,29.48765314772613,0.9596240856403644,35.46792309486868,15.676390451206808,9.592495852493947,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.26,27.650838805719165,0.9721912452202859,35.80701241409548,21.36145678205537,9.565665399140265,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.27,28.618851961896304,0.9660308848410739,35.77175086261385,19.393866156586526,9.521960193578943,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.28,28.22265193412634,0.9686712335627761,36.01774835666296,19.358156167987755,9.697177334163074,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.29,27.498361736213297,0.9730743061404461,35.86263756007334,19.485709336461085,9.590603116231259,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.3,25.19198783242776,0.9839043878469022,35.714947230315154,21.85584098290732,9.683946342572968,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.31,28.136846217858213,0.9692209460507861,35.931338933834226,19.313629442532488,9.597178123639326,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.32,26.75721606590946,0.9770520844366963,35.95187827364015,19.877618813292177,9.547599569982552,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.33,29.392400534684963,0.960369576723165,35.92704385812357,18.975462430013778,9.598668412198752,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.34,28.555609549458016,0.9664637757370875,36.1956874847444,19.429071174554196,9.679992719991876,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.35,30.576269432815234,0.9503009467276615,36.25382160708057,18.489617911185256,9.531677918020979,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.36,30.899266464072287,0.9472372112422365,36.07304862872566,19.909366084547493,9.742292977966189,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.37,29.267106789783448,0.9613336761970747,35.88077825534875,20.483803607900175,9.516832660609948,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.3800000000000001,29.795749230747884,0.957137247719286,35.948560616463645,20.704939716720876,9.507549363373098,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.3900000000000001,30.045031592254897,0.9550388903691708,35.89692417794552,18.208571847526684,9.59482572722331,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.4000000000000001,31.447368118648708,0.94170887156569,35.9905456024429,15.913193453163665,9.66202838406801,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.41,29.40361095879015,0.9602824041156321,36.09259728897255,18.47504632715459,9.64916941165057,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.42,30.052987816842744,0.9549706250424328,35.787778743789154,17.081634474220376,9.490199332863039,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.43,28.722563414810438,0.9653114140027311,35.825997513808105,18.1826783962819,9.533650316430426,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.44,29.77307240052057,0.957324269477971,35.98423259312639,19.05490279126662,9.62274760127505,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.45,31.45479021272788,0.9416310978383822,35.75472668025282,15.556853418760609,9.56042697447582,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.46,30.447544716728316,0.9514829223877762,36.39026012089075,17.47899287669617,9.600077167339212,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.47,29.87341021263901,0.9564919031036317,36.186354880909384,18.243231628998675,9.532565891904724,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.48,28.527047240578245,0.9666578438447424,36.385766306965515,22.790430720180108,9.581730315655454,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.49,30.006334601318816,0.9553697669694707,35.85544110540427,18.423197452060325,9.583986534150835,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.5,28.68307706356502,0.9655867484232781,35.982002698921725,18.71678999305192,9.577596899579165,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.51,27.596657197660328,0.9725076494324081,35.811264396214575,20.157988666766027,9.61218307262736,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.52,28.075212087366154,0.9696110425422722,35.80102230219092,18.471129012772252,9.588705912292948,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.53,27.37218275729159,0.9737879518533437,35.8666325842149,20.25994807894241,9.616707747981096,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.54,28.07419090621302,0.9696174724943798,36.24677342798095,20.74566756047954,9.533653971353717,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.55,26.090746957041762,0.9802112334116269,35.71824439780545,21.9368447943448,9.455521895345676,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.56,25.6446980421908,0.9821215140634943,35.413195761390135,20.762663873552835,9.720049465452474,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.57,27.067842990039757,0.9754469459873621,36.05658495707786,20.742713779423394,9.487885022721565,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.58,27.211526775018037,0.9746745563928151,35.9547774290397,21.256805783140855,9.653308538004755,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.59,28.685920490548302,0.9655669794853186,36.190099587443086,22.349062030516514,9.52430246646284,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.6,31.06849238016091,0.9455751666488798,35.946345317796926,18.941701619840483,9.597995341353954,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.61,28.083097792873406,0.9695613530198628,35.67004488112426,20.184535298374552,9.603138868401075,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
1.62,29.27260617665155,0.9612917507361326,35.505100096153605,16.883317918937706,9.53932783362052,21.03100919985247,4.677453514910371,-0.7980332076449108,1.0,0.9664085691252001
