Time_ns,r_34_110,E_34_110,COM_N_C,Interdomain_Angle,Radius_of_Gyration,Phi_mean,Psi_mean,Torsion_angle,B_factor_HNH,SASA_total,Hydrophobic_SASA,Hydrophilic_SASA,Mean_r,StdDev_r,Kurtosis_r,Autocorrelation_r_lag0,Autocorrelation_r_lag1
0.0,78.79888631615194,0.06126898895926335,39.74287662967267,14.369655790466414,38.57528924244283,-68.90837161313776,-15.6528016148775,98.11472261223983,149.75840102950775,673.4501,132.40329371608095,520.5111357353744,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
0.38791909116098644,71.02397910049558,0.10851818363054067,38.99311008336421,14.150832728335454,38.975660124362314,-69.24374445383391,-11.503902243920495,79.83616317072301,149.75840102950775,671.2103,138.1928887101409,512.7652739123482,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
0.7758381823219729,70.95718405069674,0.10906553922315065,38.78498826434725,14.3154874976091,39.04821207543408,-69.17970436941505,-10.604752429280026,98.19086115586282,149.75840102950775,667.5119,134.6963581980237,511.74590958865025,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
1.1637572734829593,70.87741546638573,0.10972306076668346,39.11910988349255,14.535520859712308,39.25122015749361,-66.3476134248118,-15.111665940709509,87.73882920881819,149.75840102950775,670.8883,136.10552659812657,513.8003682157452,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
1.5516763646439458,71.31244866861739,0.1061877095549929,39.22002312538141,14.522339073918621,39.10289135485808,-66.94127259085089,-14.473890541018935,96.58215278167292,149.75840102950775,677.3201,138.33027522929393,517.7479601326513,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
1.9395954558049322,70.96396796816238,0.10900981415682227,38.99068230944508,14.578021852532869,39.122279603473494,-65.63748401175441,-13.563634417189311,99.37807706625145,149.75840102950775,677.79596,137.1120638057172,518.8421287385552,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
2.3275145469659186,70.27986136399896,0.11478459645266031,38.970335602956276,14.687618094130592,38.99890366744904,-66.30337338056121,-12.583078850924155,93.62993892160148,149.75840102950775,666.8191,136.33944788862664,510.06382270627256,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
2.715433638126905,69.33219286025222,0.12332447855876005,38.86511593446122,14.549175629590149,39.06573019920277,-67.06656823111368,-13.500385874594665,96.17492433014417,149.75840102950775,664.9208,135.54564925001807,508.99585792734985,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
3.1033527292878915,68.43796624676061,0.13199558067035333,38.641355422003926,14.318412089407492,38.862529990921786,-63.33392994158442,-15.922898710117188,100.32156375270992,149.75840102950775,667.8841,134.54900351944994,512.6795811233417,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
3.491271820448878,69.23818674627606,0.12420732780854878,38.61904286590638,14.38207677988361,38.90770268556761,-67.98090984832835,-12.790516590997031,96.88939579146013,149.75840102950775,672.78796,137.11636637022963,515.0001475356985,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
3.8791909116098644,68.95176950593465,0.12693824624817474,38.7214875571503,14.716667833188367,38.871101510570774,-73.30877149142579,-7.339209987376744,96.3011121001996,149.75840102950775,666.5092,132.63513069275967,514.050704590303,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
4.267110002770851,68.75114681168911,0.12888847997645303,38.71677272329604,14.46116567543018,38.95058657856761,-68.34423062369272,-13.096239632669123,96.99018332666243,149.75840102950775,674.60486,133.9978235116733,519.557178699086,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
4.655029093931837,70.10450579174595,0.11631646545040471,38.6922058954861,14.368527672514487,38.754057594668005,-68.33058447339796,-11.521714536129704,93.60038441822238,149.75840102950775,664.3254,134.40506098909486,509.0651003612131,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
5.042948185092824,69.16537010215016,0.12489573179778828,38.89036207974765,14.55655367165961,38.987561513615326,-67.64748256340225,-11.29904113305187,82.45987055040584,149.75840102950775,669.75916,135.69795316928503,513.3098338616578,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
5.43086727625381,68.42142743658552,0.13216181624815002,39.17204712213858,14.291286591233426,39.10663977514566,-65.69872511762617,-13.571417918786661,105.95380708911951,149.75840102950775,675.90015,135.0615815128229,519.3742396198198,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
5.818786367414797,68.22828217237905,0.13411934975837106,39.13288942429154,13.872597788552174,39.02256652663916,-68.03408796795581,-11.005162920485054,110.48718186429672,149.75840102950775,677.13434,137.12832658665332,518.8296963509877,70.4231978276247,3.4837018732196747,-1.1182663631994285,1.0,0.9435205641132693
